"Genome","HMM.Profile","Trimmed.Profile","Substrates","Source","E.Value","Coverage","HMM.Profile.Number"
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"4.3e-85","0.960893854749",76
"B_theta","GH127","GH127","arabinogalactan protein, carrageenan, pectin",NA,"1.8e-176","0.998091603053",127
"B_theta","GH92","GH92","host glycan","animal","7.4e-144","0.993890020367",92
"B_theta","GH92","GH92","host glycan","animal","6e-144","0.995926680244",92
"B_theta","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.3e-102","0.991869918699",43
"B_theta","GH38","GH38","alpha-mannan, host glycan","animal","8.8e-22","0.955390334572",38
"B_theta","GH171","GH171","peptidoglycan",NA,"2.7e-118","0.997183098592",171
"B_theta","GH77","GH77","starch","starch","5.8e-157","0.98987854251",77
"B_theta","GH109","GH109","host glycan","animal","1.9e-18","0.401002506266",109
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","9.3e-189","0.757978723404",2
"B_theta","GH29","GH29","host glycan","plant,animal,mucin","1.5e-74","0.823699421965",29
"B_theta","GH92","GH92","host glycan","animal","4.8e-184","0.993890020367",92
"B_theta","GH28","GH28","pectin","plant","3.4e-36","0.763076923077",28
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3.2e-82","0.70079787234",2
"B_theta","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","4.5e-56","0.976851851852",3
"B_theta","GH20","GH20","exo-polysaccharide, host glycan, human milk polysaccharide","animal,fungal,mucin","9.7e-110","0.973293768546",20
"B_theta","GH78","GH78","alpha-rhamnoside, pectin","plant","4.3e-173","0.990079365079",78
"B_theta","GH78","GH78","alpha-rhamnoside, pectin","plant","2e-158","0.994047619048",78
"B_theta","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","1.5e-54","0.995652173913",16
"B_theta","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","7.3e-43","0.723577235772",43
"B_theta","GH97","GH97","alpha-glucan",NA,"1.9e-193","0.992076069731",97
"B_theta","GH67","GH67","xylan","plant","9.5e-279","0.992526158445",67
"B_theta","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.3e-89","0.991869918699",43
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"1.2e-75","0.835195530726",76
"B_theta","GH92","GH92","host glycan","animal","5.9e-178","0.995926680244",92
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"9.5e-79","0.826815642458",76
"B_theta","GH125","GH125","alpha-mannan",NA,"2.9e-187","0.995024875622",125
"B_theta","GH27","GH27","alpha-galactan, arabinogalactan protein, host glycan, raffinose, starch","plant","6.8e-68","0.982532751092",27
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","5.6e-64","0.514627659574",2
"B_theta","GH123","GH123","host glycan",NA,"1.2e-244","0.992565055762",123
"B_theta","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","6.1e-58","0.982608695652",16
"B_theta","GH18","GH18","chitin, host glycan, peptidoglycan","animal,fungal","2.6e-47","0.962837837838",18
"B_theta","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","1.8e-211","0.995639534884",36
"B_theta","GH43_10","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.2e-99","0.992619926199",43
"B_theta","GH35","GH35","beta-galactan, chitin, pectin",NA,"4.8e-122","0.990228013029",35
"B_theta","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.2e-66","0.972222222222",3
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.5e-89","0.712765957447",2
"B_theta","GH93","GH93","arabinan","plant","6.5e-62","0.895765472313",93
"B_theta","GH43_31","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.6e-101","0.977695167286",43
"B_theta","GH43_31","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.3e-106","0.977695167286",43
"B_theta","GH182","GH182","arabinogalactan",NA,"1.6e-112","0.983122362869",182
"B_theta","GH43_3","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.2e-111","0.996677740864",43
"B_theta","GH159","GH159","beta-galactan",NA,"5.3e-64","0.990867579909",159
"B_theta","GH116","GH116","exo-polysaccharide, host glycan",NA,"1.6e-57","0.98347107438",116
"B_theta","GH146","GH146","arabinan",NA,"8e-173","0.998011928429",146
"B_theta","GH43_26","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.1e-94","0.996598639456",43
"B_theta","GH106","GH106","pectin",NA,"4.6e-181","0.677184466019",106
"B_theta","GH88","GH88","host glycan","animal","9.1e-129","0.990881458967",88
"B_theta","GH154","GH154","arabinogalactan protein",NA,"4.9e-112","0.994252873563",154
"B_theta","GH105","GH105","pectin, ulvan","animal","7.2e-90","0.972891566265",105
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","7.7e-107","0.49335106383",2
"B_theta","GH92","GH92","host glycan","animal","3.6e-162","0.995926680244",92
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"1.3e-42","0.539106145251",76
"B_theta","GH115","GH115","arabinogalactan protein, xylan","plant","1.5e-250","0.994261119082",115
"B_theta","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.8e-71","0.991869918699",43
"B_theta","GH105","GH105","pectin, ulvan","animal","1.3e-83","0.969879518072",105
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.4e-90","0.731382978723",2
"B_theta","GH29","GH29","host glycan","plant,animal,mucin","4.7e-96","0.965317919075",29
"B_theta","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","2.6e-66","0.981481481481",3
"B_theta","GH154","GH154","arabinogalactan protein",NA,"1.5e-103","0.991379310345",154
"B_theta","GH30_6","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"2.1e-218","0.995717344754",30
"B_theta","GH25","GH25","peptidoglycan","pg","3.1e-56","0.994350282486",25
"B_theta","GH130_1","GH130","beta-mannan",NA,"1.4e-178","0.996805111821",130
"B_theta","GH30_4","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"2e-80","0.533604887984",30
"B_theta","GH18","GH18","chitin, host glycan, peptidoglycan","animal,fungal","7.9e-37","0.841216216216",18
"B_theta","GH27","GH27","alpha-galactan, arabinogalactan protein, host glycan, raffinose, starch","plant","7.6e-78","0.92576419214",27
"B_theta","GH32","GH32","fructan","sucrose","3.6e-81","0.98976109215",32
"B_theta","GH31_14","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"3.8e-184","0.995305164319",31
"B_theta","GH31","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"3.3e-148","0.997658079625",31
"B_theta","GH66","GH66","alpha-glucan","dextran","1.1e-197","0.992805755396",66
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","7.9e-101","0.531914893617",2
"B_theta","GH43","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1e-37","0.879032258065",43
"B_theta","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","2.6e-122","0.993103448276",51
"B_theta","GH43_31","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.4e-100","0.973977695167",43
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.9e-72","0.5",2
"B_theta","GH92","GH92","host glycan","animal","1.9e-193","0.993890020367",92
"B_theta","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","1.3e-208","0.994186046512",36
"B_theta","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","2.1e-251","0.987534626039",95
"B_theta","GH109","GH109","host glycan","animal","1.3e-26","0.481203007519",109
"B_theta","GH110","GH110","host glycan","animal","9.9e-198","0.987226277372",110
"B_theta","GH97","GH97","alpha-glucan",NA,"3.3e-185","0.993660855784",97
"B_theta","GH31_18","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"4.4e-117","0.938016528926",31
"B_theta","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","2.4e-276","0.975069252078",95
"B_theta","GH20","GH20","exo-polysaccharide, host glycan, human milk polysaccharide","animal,fungal,mucin","7.6e-115","0.973293768546",20
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3.3e-216","0.969414893617",2
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","2.3e-91","0.617021276596",2
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","5e-233","0.976063829787",2
"B_theta","GH97","GH97","alpha-glucan",NA,"9.6e-206","0.988906497623",97
"B_theta","GH31_1","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"3e-165","0.997762863535",31
"B_theta","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.7e-70","0.981481481481",3
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"9.4e-70","0.865921787709",76
"B_theta","GH141","GH141","pectin, xylan",NA,"7.5e-216","0.99430740038",141
"B_theta","GH30_3","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"1e-157","0.990407673861",30
"B_theta","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1.4e-66","0.972222222222",3
"B_theta","GH31_3","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"1.7e-164","0.997668997669",31
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","4.1e-220","0.977393617021",2
"B_theta","GH88","GH88","host glycan","animal","6.9e-130","0.978723404255",88
"B_theta","GH51_1","GH51","arabinan, beta-glucan, xylan","plant","1.1e-173","0.995762711864",51
"B_theta","GH146","GH146","arabinan",NA,"4.8e-214","0.998011928429",146
"B_theta","GH43_26","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4.1e-97","0.996598639456",43
"B_theta","GH109","GH109","host glycan","animal","2.7e-24","0.350877192982",109
"B_theta","GH177","GH177","host glycan",NA,"1.5e-46","0.818443804035",177
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"4e-55","0.879888268156",76
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","2.2e-107","0.49335106383",2
"B_theta","GH115","GH115","arabinogalactan protein, xylan","plant","3.4e-229","0.829268292683",115
"B_theta","GH43_26","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.3e-109","0.996598639456",43
"B_theta","GH43_34","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5.4e-110","0.992857142857",43
"B_theta","GH43_3","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","9.6e-113","0.996677740864",43
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"1e-69","0.843575418994",76
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"1.1e-72","0.846368715084",76
"B_theta","GH43_4","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.4e-88","0.993769470405",43
"B_theta","GH92","GH92","host glycan","animal","6.8e-187","0.995926680244",92
"B_theta","GH125","GH125","alpha-mannan",NA,"8.4e-187","0.995024875622",125
"B_theta","GH92","GH92","host glycan","animal","2.8e-51","0.40733197556",92
"B_theta","GH92","GH92","host glycan","animal","5.2e-65","0.517311608961",92
"B_theta","GH127","GH127","arabinogalactan protein, carrageenan, pectin",NA,"1.8e-34","0.423664122137",127
"B_theta","GH144","GH144","beta-glucan",NA,"4.5e-192","0.992574257426",144
"B_theta","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","2.6e-72","0.990740740741",3
"B_theta","GH177","GH177","host glycan",NA,"1e-38","0.994236311239",177
"B_theta","GH177","GH177","host glycan",NA,"3.9e-54","0.904899135447",177
"B_theta","GH89","GH89","host glycan","animal,mucin","8.8e-251","0.993966817496",89
"B_theta","GH27","GH27","alpha-galactan, arabinogalactan protein, host glycan, raffinose, starch","plant","1.8e-68","0.982532751092",27
"B_theta","GH20","GH20","exo-polysaccharide, host glycan, human milk polysaccharide","animal,fungal,mucin","1.1e-108","0.973293768546",20
"B_theta","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","3.2e-81","0.646276595745",2
"B_theta","GH43_4","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.6e-87","0.993769470405",43
"B_theta","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","4e-179","0.993103448276",51
"B_theta","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.7e-120","0.996402877698",43
"B_theta","GH35","GH35","beta-galactan, chitin, pectin",NA,"2.3e-119","0.99348534202",35
"B_theta","GH43_19","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","9.1e-81","0.973799126638",43
"B_theta","GH43_9","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","9.8e-123","0.985185185185",43
"B_theta","GH43_19","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.7e-76","0.982532751092",43
"B_theta","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","6.6e-169","0.995402298851",51
"B_theta","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"7.4e-176","0.997701149425",31
"B_theta","GH97","GH97","alpha-glucan",NA,"2.3e-184","0.982567353407",97
"B_theta","GH43_34","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.5e-73","0.996428571429",43
"B_theta","GH43_10","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","6.3e-73","0.870848708487",43
"B_theta","GH97","GH97","alpha-glucan",NA,"5.2e-178","0.993660855784",97
"B_theta","GH29","GH29","host glycan","plant,animal,mucin","1.8e-103","0.994219653179",29
"B_theta","GH127","GH127","arabinogalactan protein, carrageenan, pectin",NA,"2e-176","0.797709923664",127
"B_theta","GH43_34","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.5e-99","0.996428571429",43
"B_theta","GH154","GH154","arabinogalactan protein",NA,"2.6e-94","0.994252873563",154
"B_theta","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","8e-64","0.995652173913",16
"B_theta","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","7.2e-103","0.991869918699",43
"B_theta","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5.2e-103","0.987804878049",43
"B_theta","GH105","GH105","pectin, ulvan","animal","9.4e-81","0.981927710843",105
"B_theta","GH13","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.2e-65","0.943143812709",13
"B_theta","GH97","GH97","alpha-glucan",NA,"8.5e-253","0.992076069731",97
"B_theta","GH13_46","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.1e-145","0.990683229814",13
"B_theta","GH92","GH92","host glycan","animal","3.1e-190","0.993890020367",92
"B_theta","GH38","GH38","alpha-mannan, host glycan","animal","4.1e-55","0.925650557621",38
"B_theta","GH130_3","GH130","beta-mannan",NA,"4.2e-132","0.986885245902",130
"B_theta","GH125","GH125","alpha-mannan",NA,"1.6e-187","0.995024875622",125
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"1.1e-77","0.81843575419",76
"B_theta","GH92","GH92","host glycan","animal","2.1e-178","0.995926680244",92
"B_theta","GH76","GH76","alpha-glucan, alpha-mannan",NA,"4.2e-71","0.874301675978",76
"B_theta","GH29","GH29","host glycan","plant,animal,mucin","1.1e-61","0.884393063584",29
"B_theta","GH92","GH92","host glycan","animal","2.8e-161","0.973523421589",92
"B_theta","GH99","GH99","alpha-mannan, host glycan","animal","1.1e-124","0.988023952096",99
"B_theta","GH20","GH20","exo-polysaccharide, host glycan, human milk polysaccharide","animal,fungal,mucin","6.3e-68","0.970326409496",20
"B_theta","GH29","GH29","host glycan","plant,animal,mucin","2.2e-72","0.884393063584",29
"B_theta","GH92","GH92","host glycan","animal","3.2e-188","0.995926680244",92
"B_theta","GH92","GH92","host glycan","animal","1.4e-189","0.993890020367",92
"B_theta","GH92","GH92","host glycan","animal","1.2e-173","0.995926680244",92
"B_theta","GH92","GH92","host glycan","animal","1.8e-184","0.995926680244",92
